GOOGL
Price            Close        High         Low        Open     Volume
Ticker           GOOGL       GOOGL       GOOGL       GOOGL      GOOGL
Date                                                                 
2025-07-23  189.935776  192.232221  188.887397  191.203816   58681900
2025-07-24  191.872772  197.643831  190.704584  196.725256   74881700
2025-07-25  192.881210  194.029441  190.964182  191.683069   39785900
2025-07-28  192.282135  193.749863  190.544821  193.350472   38139500
2025-07-29  195.447235  195.616970  191.782913  192.132363   41389200
2025-07-30  196.226028  197.294381  194.388878  195.297474   32445400
2025-07-31  191.603180  195.686865  190.794435  195.407300   51329200
2025-08-01  188.837479  190.534846  187.529507  188.737627   34832200
2025-08-04  194.738327  194.967982  189.825939  189.995674   31547400
2025-08-05  194.368912  197.553980  193.590119  194.408858   31602300
2025-08-06  195.786697  196.325871  193.370442  194.199160   21562900
2025-08-07  196.216049  197.234461  194.029434  196.755207   26321800
2025-08-08  201.108459  202.296621  196.865033  196.914959   39161800
2025-08-11  200.689117  201.168371  198.762110  200.629213   25832400
2025-08-12  203.025497  204.183707  200.279751  201.058543   30397900
2025-08-13  201.647644  204.213661  197.204514  203.814286   28342900
2025-08-14  202.626114  204.123794  200.918752  201.188339   25230400
2025-08-15  203.584625  206.120705  200.968682  203.534715   34931400
2025-08-18  203.185257  204.952524  202.176825  203.884171   18526600
2025-08-19  201.258240  203.125343  199.650729  202.715973   24240200
2025-08-20  199.011719  200.968679  196.295925  200.419526   28955500
2025-08-21  199.441040  202.166813  199.121528  199.441040   19774600
2025-08-22  205.771240  208.217448  200.988656  202.416436   42827000
2025-08-25  208.167526  210.194385  204.962485  206.110700   29928900
2025-08-26  206.819611  207.528519  205.381835  207.189033   28464100
2025-08-27  207.159088  208.586884  205.331917  205.381842   23022900
2025-08-28  211.312653  211.891757  206.579979  206.929443   32339300
2025-08-29  212.580688  214.317987  209.874873  210.184391   39728400
2025-09-02  211.023117  211.352593  205.881073  208.117614   47523000
2025-09-03  230.303238  230.952226  224.442307  225.860124  103336100
2025-09-04  231.940704  232.010588  225.760276  229.294794   51684200
2025-09-05  234.636536  235.395355  231.541324  231.840863   46588900
2025-09-08  233.887009  237.974347  233.517255  235.316082   32474700
2025-09-09  239.473358  240.312805  233.077533  234.016921   38061000
2025-09-10  239.013657  241.502034  237.694527  238.743829   35141100
2025-09-11  240.212875  242.091651  236.095573  239.723205   30599300
2025-09-12  240.642593  241.921755  237.844421  240.212867   26771600
2025-09-15  251.445526  252.245006  244.500072  244.500072   58383800
2025-09-16  250.995819  252.874580  249.306921  251.915216   34109700
2025-09-17  249.366882  251.435536  246.119007  251.055780   34108000
2025-09-18  251.865250  253.823975  249.636712  251.515472   31239500
2025-09-19  254.553497  255.832659  251.645396  253.084457   55571400
2025-09-22  252.364929  255.612805  250.136391  254.263681   32290500
2025-09-23  251.495499  254.193731  250.316262  252.874586   26628000
2025-09-24  246.978455  252.185056  246.278915  251.495504   28201000
2025-09-25  245.629318  246.328873  240.582632  244.240228   31020400
2025-09-26  246.378830  249.256952  245.809210  246.908498   18503200
2025-09-29  243.890472  250.985822  242.611310  247.687991   32505800
2025-09-30  242.941101  243.130964  239.093612  242.651282   34724300
2025-10-01  244.739914  246.139008  238.454032  240.592633   31658200
2025-10-02  245.529404  246.648667  242.141620  244.989748   25483300
2025-10-03  245.189621  246.138997  241.502031  244.330183   30249600
2025-10-06  250.266296  251.155729  244.420129  244.619996   28894700
2025-10-07  245.599350  250.276299  245.359517  248.107719   23181300
2025-10-08  244.460098  245.849189  243.660633  244.799888   21307100
2025-10-09  241.372116  244.600000  238.993667  244.310197   27892100
2025-10-10  236.415359  243.930433  235.685826  241.272168   33180300
2025-10-13  243.990402  244.340180  239.553317  240.052990   24995000
2025-10-14  245.289551  246.958457  240.352778  241.072308   22111600
2025-10-15  250.865906  251.945202  245.829207  247.088378   27007700
2025-10-16  251.295624  256.792013  249.936512  251.605419   27997200
2025-10-17  253.134430  254.053827  247.648013  250.596082   29671600
2025-10-20  256.382294  257.161783  254.063818  254.523524   22350200
2025-10-21  250.296280  254.713389  243.990392  254.573481   47312100
2025-10-22  251.525482  256.192412  249.127042  254.203723   35029400
2025-10-23  252.914566  254.873276  251.685374  252.814625   19901400
2025-10-24  259.750122  261.508951  255.153123  256.412278   28655100
2025-10-27  269.093964  269.963421  264.107235  264.646891   35235200
2025-10-28  267.295166  270.553045  266.325799  269.513716   29738600
2025-10-29  274.390533  275.160019  267.495050  267.574984   43580300
2025-10-30  281.296021  291.399397  279.876935  291.399397   74876000
2025-10-31  281.006195  285.813048  276.848911  283.024864   39267900
2025-11-03  283.534546  285.343360  279.617095  281.995544   29786000
2025-11-04  277.358582  281.086124  276.079419  276.569089   30078400
2025-11-05  284.124146  286.232782  277.158701  278.687699   31010300
2025-11-06  284.563873  288.161526  280.956248  285.143481   37173600
2025-11-07  278.647705  283.594481  275.010101  283.024847   34479600
2025-11-10  289.910370  290.609894  282.675082  284.234090   29557300
2025-11-11  291.119568  291.729185  287.132186  287.561897   19842100
2025-11-12  286.522583  291.819137  283.504568  291.489336   24829900
2025-11-13  278.387909  282.655107  277.058761  282.155434   29494000
2025-11-14  276.229309  278.377897  270.523050  271.232578   31647200
2025-11-17  284.833679  293.757865  283.384645  285.593192   52670200
2025-11-18  284.094177  288.611212  278.018165  287.731813   49158700
2025-11-19  292.618591  303.611401  286.442638  286.972291   68198900
2025-11-20  289.260803  306.219711  288.481314  304.340935   62025200
2025-11-21  299.464111  303.721336  293.657912  296.226239   74137700
2025-11-24  318.371735  319.271171  309.397624  310.926623   85165100
2025-11-25  323.228577  328.615037  317.442353  325.996755   88632100
2025-11-26  319.740875  324.287889  316.582937  320.470379   51373400
2025-11-28  319.970703  326.636357  316.582935  323.158620   26018600
2025-12-01  314.684174  319.640923  313.684827  317.492334   41183000
2025-12-02  315.603546  318.171873  313.704794  316.532931   35854700
2025-12-03  319.421082  321.369789  313.894697  315.683536   41838300
2025-12-04  317.412384  322.149276  314.494310  322.019387   31240900
2025-12-05  321.059967  322.948746  318.961364  319.281132   28851700
2025-12-08  313.720001  320.440002  311.220001  320.049988   33909400
2025-12-09  317.079987  317.989990  311.899994  312.369995   30194000
2025-12-10  320.209991  321.309998  314.679993  315.829987   33428900
2025-12-11  312.429993  321.119995  308.600006  320.079987   42353700
2025-12-12  309.290009  314.869995  305.559998  313.700012   35940200
2025-12-15  308.220001  311.420013  304.880005  311.320007   29151900
2025-12-16  306.570007  310.769989  302.589996  304.950012   30585000
2025-12-17  296.720001  308.089996  296.119995  308.010010   43930400
2025-12-18  302.459991  303.959991  299.230011  301.720001   33518000
2025-12-19  307.160004  307.250000  300.970001  301.730011   59943200
2025-12-22  309.779999  310.130005  305.299988  309.880005   26429900
2025-12-23  314.350006  314.940002  309.320007  309.630005   25478700
2025-12-24  314.089996  315.079987  311.920013  314.769989   10097400
2025-12-26  313.510010  315.089996  312.279999  314.480011   10899000
2025-12-29  313.559998  314.019989  310.619995  311.369995   19621800
2025-12-30  313.850006  316.950012  312.459991  312.500000   17380900
2025-12-31  313.000000  314.579987  311.440002  312.850006   16377700
2026-01-02  315.149994  322.500000  310.329987  316.899994   32009400
2026-01-05  316.540009  319.019989  314.630005  317.660004   30195600
2026-01-06  314.339996  320.940002  311.779999  316.399994   31212100
2026-01-07  321.980011  326.149994  314.190002  314.359985   35104400
2026-01-08  325.440002  330.320007  321.500000  328.970001   31896100
2026-01-09  328.570007  330.829987  325.799988  327.089996   26183500
--------------------------------
AAPL
Price            Close        High         Low        Open     Volume
Ticker            AAPL        AAPL        AAPL        AAPL       AAPL
Date                                                                 
2025-01-02  242.752106  247.978468  240.731247  247.809220   55740700
2025-01-03  242.264313  243.080613  240.800930  242.264313   40244100
2025-01-06  243.896912  246.216423  242.105013  243.210016   45045600
2025-01-07  241.119492  244.444450  240.263363  241.886014   40856000
2025-01-08  241.607254  242.612716  238.969192  240.830767   37628900
2025-01-10  235.783615  239.078710  231.950943  238.929376   61710900
2025-01-13  233.344650  233.613439  228.685728  232.478572   49630700
2025-01-14  232.229675  235.056885  231.423325  233.693058   39435300
2025-01-15  236.798996  237.884100  233.374482  233.583543   39832000
2025-01-16  227.232285  236.938386  227.003324  236.281370   71759100
2025-01-17  228.944534  231.244131  227.451288  231.074899   68488300
2025-01-21  221.637573  223.409558  218.392257  222.991451   98070400
2025-01-22  222.822220  223.110907  218.800401  218.800401   64126500
2025-01-23  222.653015  226.007837  221.299138  223.728154   60234800
2025-01-24  221.776947  224.614121  220.413120  223.767942   54697900
2025-01-27  228.825073  231.104756  222.971543  223.011371   94863400
2025-01-28  237.187256  239.108574  229.770802  229.810630   75707600
2025-01-29  238.282318  238.780067  232.956400  233.065905   45486100
2025-01-30  236.520264  239.705853  236.141985  237.595403   55658300
2025-01-31  234.937439  246.077060  232.388967  246.077060  100959800
2025-02-03  226.983414  230.786222  224.683817  228.954510   73063300
2025-02-04  231.751846  232.080362  225.629527  226.226832   45067300
2025-02-05  231.423340  231.622436  227.242253  227.501077   39620300
2025-02-06  232.169952  232.747343  229.392506  230.248634   29925300
2025-02-07  226.605118  232.946432  226.236773  231.552742   39707200
2025-02-10  226.874191  229.804175  226.425728  228.787662   33115600
2025-02-11  231.827271  234.428377  227.352581  227.422335   53718400
2025-02-12  236.062775  236.152480  229.893867  230.412099   45243300
2025-02-13  240.706909  241.514146  234.767228  236.102658   53614100
2025-02-14  243.766434  244.713193  240.168736  240.427844   40896200
2025-02-18  243.636887  244.344459  241.015844  243.317970   48822500
2025-02-19  244.035507  245.171622  242.331343  243.826231   32204200
2025-02-20  244.992249  245.939008  243.457488  244.105282   32316900
2025-02-21  244.713196  247.842494  244.384319  245.111827   53197400
2025-02-24  246.257919  248.011916  243.587045  244.095301   51326400
2025-02-25  246.198120  249.148040  244.075389  247.154855   48013300
2025-02-26  239.540878  244.145129  238.315074  243.497350   44433600
2025-02-27  236.491318  241.633737  236.252130  238.594128   41153600
2025-02-28  241.015839  241.264987  229.415507  236.142504   56833400
2025-03-03  237.218811  243.198364  235.305356  240.965992   47184000
2025-03-04  235.125977  239.251883  233.880236  236.899925   53798100
2025-03-05  234.936630  235.743867  228.448806  234.617713   47227600
2025-03-06  234.528030  237.049407  232.365427  233.641064   45170400
2025-03-07  238.255295  240.547445  233.959970  234.308783   46273600
2025-03-10  226.704773  235.355201  223.455888  234.737303   72071200
2025-03-11  220.087418  225.070379  216.708971  223.047298   76137400
2025-03-12  216.240555  220.994303  214.177617  219.389790   62547500
2025-03-13  208.965439  216.101042  207.709738  215.214076   61368300
2025-03-14  212.762466  213.220890  208.865787  210.530095   60107600
2025-03-17  213.270721  214.486565  209.254456  212.583070   48073400
2025-03-18  211.965179  214.416788  210.769272  213.430171   42432400
2025-03-19  214.506485  218.014478  213.021557  213.489957   54385400
2025-03-20  213.370392  216.748839  211.496794  213.260766   48862900
2025-03-21  217.526169  218.094218  210.559984  210.839029   94127800
2025-03-24  219.977783  220.725227  217.835116  220.246867   44299500
2025-03-25  222.987503  223.336316  219.330012  220.017663   34493600
2025-03-26  220.775040  224.253151  219.718655  222.748288   34466100
2025-03-27  223.087143  224.223257  219.808346  220.635520   37094800
2025-03-28  217.157425  223.047288  216.938173  220.914582   39818600
2025-03-31  221.373016  224.851113  215.493114  216.270454   65299300
2025-04-01  222.429398  222.917718  218.154009  219.060911   36412700
2025-04-02  223.127014  224.422587  220.266800  220.565780   35905900
2025-04-03  202.497559  206.782908  200.564167  204.839541  103419000
2025-04-04  187.738037  199.198847  186.701573  193.229254  125910900
2025-04-07  180.841614  193.488355  174.024912  176.596122  160466300
2025-04-08  171.832413  189.691342  168.633361  186.063747  120859500
2025-04-09  198.172348  199.926345  171.304218  171.364011  184395900
2025-04-10  189.771088  194.116230  182.376375  188.425697  121880000
2025-04-11  197.474716  198.859979  185.425921  185.465794   87435900
2025-04-14  201.829849  212.214338  200.474483  210.719450  101352900
2025-04-15  201.451141  202.816468  199.119119  201.172097   51343900
2025-04-16  193.607956  200.016036  191.714422  197.684014   59732400
2025-04-17  196.308716  198.152417  193.757442  196.527967   52164700
2025-04-21  192.501724  193.139543  189.163135  192.611350   46742500
2025-04-22  199.059326  200.903013  195.302169  195.451652   52976400
2025-04-23  203.902771  207.291178  202.108902  205.297994   52929200
2025-04-24  207.659897  208.118336  202.248409  204.191761   47311000
2025-04-25  208.566803  209.035203  205.497297  205.666716   38222300
2025-04-28  209.423874  210.779240  206.753014  209.284352   38743100
2025-04-29  210.490219  211.516708  207.659886  207.978803   36827600
2025-04-30  211.775833  212.852154  205.965699  208.586741   52286500
2025-05-01  212.593048  213.828813  208.188097  208.367492   57365700
2025-05-02  204.650208  206.284618  201.471076  205.387676  101010600
2025-05-05  198.212219  203.404471  197.534544  202.407879   69018500
2025-05-06  197.833496  199.966203  196.348584  197.534531   51216500
2025-05-07  195.581207  198.760339  192.591431  198.491254   68536700
2025-05-08  196.816986  199.368260  194.016549  197.046198   50478900
2025-05-09  197.853439  199.856584  196.866808  198.321839   36453900
2025-05-12  210.347137  210.826140  206.315632  210.526767   63775800
2025-05-13  212.482635  212.951649  208.560900  209.987888   51909300
2025-05-14  211.883896  213.490514  210.137573  211.983677   49325800
2025-05-15  211.005753  212.512590  209.099762  210.506803   45029500
2025-05-16  210.816147  212.123407  209.329287  211.913842   54737900
2025-05-19  208.341354  209.039881  203.830847  207.473187   46140500
2025-05-20  206.425400  208.032018  204.599243  207.233696   42496600
2025-05-21  201.665405  206.605002  200.288315  204.738936   59211800
2025-05-22  200.936935  202.324014  199.280419  200.288307   46742400
2025-05-23  194.859756  197.284644  193.053562  193.263112   78432900
2025-05-27  199.789368  200.318253  197.015194  197.883377   56288500
2025-05-28  199.998917  202.304061  199.480005  200.168558   45339700
2025-05-29  199.529907  203.381798  198.092930  203.152286   51396800
