GOOGL
Price            Close        High         Low        Open     Volume
Ticker           GOOGL       GOOGL       GOOGL       GOOGL      GOOGL
Date                                                                 
2025-03-03  166.358444  172.693633  165.282656  171.259248   40770500
2025-03-04  170.253189  172.613938  165.153169  165.591454   45388000
2025-03-05  172.345016  173.102046  168.400459  169.854770   30954900
2025-03-06  171.677643  174.128037  169.834854  169.864736   28302000
2025-03-07  173.181747  174.287418  169.605756  170.591884   27385800
2025-03-10  165.413193  167.996072  163.239204  167.796610   43604000
2025-03-11  163.588226  166.290770  160.925581  164.455841   39587400
2025-03-12  166.649780  167.178319  163.079638  166.121241   28372400
2025-03-13  162.311752  165.672482  161.663549  165.582718   31756200
2025-03-14  165.034241  166.031487  162.002604  162.820353   31995900
2025-03-17  163.837540  165.842014  163.219252  164.575507   31184300
2025-03-18  160.227524  163.797667  156.288405  163.229229   42074800
2025-03-19  163.438644  165.413187  160.556604  161.314506   34275600
2025-03-20  162.351654  164.435895  160.516725  161.125046   28138500
2025-03-21  163.538376  163.787687  160.446907  160.766033   36625800
2025-03-24  167.218201  167.856453  164.685203  166.609895   30879100
2025-03-25  170.090286  170.160101  167.856465  168.514636   24174400
2025-03-26  164.605438  169.142911  164.386043  168.534590   28901600
2025-03-27  161.793213  164.964448  161.553868  164.176630   24508300
2025-03-28  153.904968  161.374346  153.206899  160.048007   48669300
2025-03-31  154.214127  155.111642  150.245092  152.688341   54603500
2025-04-01  156.637451  157.664613  153.196940  153.196940   30672900
2025-04-02  156.607498  157.973735  154.273946  154.722704   25041700
2025-04-03  150.304916  152.359241  149.975823  150.693842   46883400
2025-04-04  145.199020  150.653957  144.979625  147.602372   62259500
2025-04-07  146.345856  152.429063  140.142984  141.160179   76794100
2025-04-08  144.301498  151.820742  142.636099  150.803547   52200200
2025-04-09  158.272934  159.110617  143.513689  144.022279   70406200
2025-04-10  152.399139  157.285639  149.517084  156.108880   48022000
2025-04-11  156.707230  157.235769  152.399135  152.478901   33636200
2025-04-14  158.631927  161.274623  157.126076  159.559359   30333000
2025-04-15  155.879532  159.210330  154.782570  158.691773   27551500
2025-04-16  152.907745  155.460693  151.092750  152.678383   28187400
2025-04-17  150.743713  154.254008  148.091035  153.865083   33046600
2025-04-21  147.263306  148.539779  145.697637  148.469980   26049100
2025-04-22  151.052872  151.770890  148.130933  148.479975   26971800
2025-04-23  154.922180  157.096169  153.386413  155.181459   31128800
2025-04-24  158.841354  159.150498  155.360960  155.719969   45894000
2025-04-25  161.513977  165.642575  160.596497  164.615413   56034000
2025-04-28  160.167694  162.700692  158.163235  161.982674   29745800
2025-04-29  159.718933  160.297338  157.086204  159.878496   26809000
2025-04-30  158.362671  158.831378  154.972025  157.544922   34981100
2025-05-01  160.855789  161.503993  158.472372  160.008124   30203200
2025-05-02  163.578262  164.515676  161.424207  162.959975   25715000
2025-05-05  163.757782  164.934525  162.271880  162.551108   21341800
2025-05-06  162.780472  164.346155  160.746097  161.723393   21277200
2025-05-07  150.963120  164.545607  147.432860  163.628142  127490100
2025-05-08  153.855118  155.500568  152.478913  154.573136   57498700
2025-05-09  152.329330  154.622999  151.780842  153.745418   32435300
2025-05-12  158.023621  158.661857  155.819700  157.056291   44138800
2025-05-13  159.090668  160.127812  155.729953  158.352700   42382100
2025-05-14  164.914581  166.540097  159.170449  159.519492   48755900
2025-05-15  163.508469  165.752272  161.922836  165.383281   33146700
2025-05-16  165.732315  168.883616  165.163878  167.268067   42846900
2025-05-19  166.081345  166.181075  163.767742  164.056936   30426100
2025-05-20  163.528397  168.035953  162.451369  165.971646   46607700
2025-05-21  168.095795  172.663183  163.109564  163.239211   73416000
2025-05-22  170.399414  176.283174  170.239866  171.376726   74864400
2025-05-23  168.006042  169.491945  167.427638  168.594414   35211400
2025-05-27  172.423843  172.693104  169.531836  169.691399   37995700
2025-05-28  171.885330  174.787320  171.436573  172.683130   34784000
2025-05-29  171.386703  173.939651  170.160095  173.520809   29317300
2025-05-30  171.267029  171.735736  166.978868  170.878103   52639900
2025-06-02  168.564484  169.402167  166.929001  167.377759   38612300
2025-06-03  165.722336  168.016005  164.824820  167.028741   45084900
2025-06-04  167.587204  167.756734  165.901856  166.280814   26900800
2025-06-05  167.746750  170.459245  167.128447  169.870873   36379100
2025-06-06  173.201691  174.019440  170.359548  170.359548   35731800
2025-06-09  175.817642  176.197059  174.100301  174.270037   28935900
2025-06-10  178.323776  180.829889  174.639481  175.927479   61766100
2025-06-11  177.075699  180.091017  176.476621  179.491954   31646800
2025-06-12  175.428253  176.446680  174.479726  175.907507   20941900
2025-06-13  174.399841  176.856043  172.123369  172.173295   27663100
2025-06-16  176.496597  176.666333  174.379866  174.459744   27389200
2025-06-17  175.677856  177.085679  174.309980  175.428243   24973000
2025-06-18  173.051941  176.286920  172.932116  175.737768   28707500
2025-06-20  166.382263  174.070351  165.204096  173.680955   75659900
2025-06-23  164.934509  167.081178  161.749441  166.012841   57671000
2025-06-24  166.512070  167.959824  165.873060  166.661832   40524300
2025-06-25  170.416016  172.093425  167.290867  167.370745   35479000
2025-06-26  173.271576  173.421353  169.677153  172.163292   31796700
2025-06-27  178.253876  178.403638  171.464390  173.271588  108140200
2025-06-30  175.957428  180.949695  174.309986  180.500394   63378900
2025-07-01  175.568024  175.817637  173.261599  175.468187   35904500
2025-07-02  178.363693  178.583354  174.799223  175.268482   29128900
2025-07-03  179.252319  179.392102  176.776159  178.223914   21689700
2025-07-07  176.516556  179.022683  175.408272  178.783049   34175600
2025-07-08  174.090317  177.674760  172.542711  177.574924   40442500
2025-07-09  176.346817  179.162463  172.502781  174.978941   43025600
2025-07-10  177.345276  178.154021  174.110297  175.358363   29252400
2025-07-11  179.911316  181.149388  176.207047  176.516565   34282900
2025-07-14  181.279175  183.385912  179.402078  180.730022   32536600
2025-07-15  181.718506  183.935073  181.319131  182.527251   33448300
2025-07-16  182.687012  184.044909  181.748463  182.956598   33104200
2025-07-17  183.296051  183.775304  180.200840  181.858276   31992600
2025-07-18  184.773758  186.131655  183.425855  185.113228   34014500
2025-07-21  189.805969  189.995663  185.862067  185.961918   45803100
2025-07-22  191.044052  191.353570  187.170064  191.203808   44660200
